,Цена на арматуру,Импорт цемента ЖД,Экспорт цемента ЖД,Отгрузка цемента хоппер ЖД,Отгрузка цемента остальные ЖД,Производство цемента,Импорт цемента,Экспорт цемента,Потребление цемента,Отгрузка цемента,Цена цемента с НДС,Цена цемента без НДС,Производство бетона РФ,Производство бетона МО,Производство бетона СПБ,Базовый индекс потребительских цен на товары и услуги_x,Ключевая ставка_x,Курс доллара_x,Базовый индекс потребительских цен на товары и услуги_y,Ключевая ставка_y,Курс доллара_y,Производство арматуры Сортовой прокат_Арматура,Производство арматуры Сортовой прокат_Катанка,Производство арматуры Сортовой прокат_Прутки прочие,Производство сырья ЖРС_Агломерат,Производство сырья ЖРС_Аглоруда,Производство сырья ЖРС_Концентрат,Производство сырья ЖРС_Концентрат для дообогащения,Производство сырья ЖРС_Окатыши,Производство сырья Кокс_Кокс валовый,Производство сырья Концентрат коксующегося угля_Жирные,Производство сырья Концентрат коксующегося угля_Коксовые,Производство сырья Концентрат коксующегося угля_Отощающие,Производство сырья Металлизованная продукция_ГБЖ,Производство сырья Металлизованная продукция_ПВЖ,Производство сырья Рядовой коксующийся уголь_Газовые,Производство сырья Рядовой коксующийся уголь_Жирные,Производство сырья Рядовой коксующийся уголь_Коксовые,Производство сырья Рядовой коксующийся уголь_Отощающие,Производство сырья Сталь_Конвертер,Производство сырья Сталь_Мартен,Производство сырья Сталь_Сталь всего,Производство сырья Сталь_Электропечь,Производство сырья Чугун_Чугун,ПотреблениеЖРС_Концентрат,ПотреблениеЖРС_Агломерат,ПотреблениеЖРС_Окатыши,ПотреблениеЖРС_Концентрат для дообогащения,ПотреблениеЖРС_Аглоруда,Поставки Сортовой прокат_Арматура,Поставки Сортовой прокат_Катанка,Поставки Сортовой прокат_Прутки прочие,Поставки Концентрат коксующегося угля_Жирные,Поставки Концентрат коксующегося угля_Коксовые,Поставки Концентрат коксующегося угля_Отощающие,Поставки Кокс_Кокс доменный,Поставки Чугун_Литейный чугун,Поставки Чугун_Передельный чугун,Поставки ЖРС_Агломерат,Поставки ЖРС_Аглоруда,Поставки ЖРС_Концентрат,Поставки ЖРС_Концентрат для дообогащения,Поставки ЖРС_Окатыши,Спрос ЖРС_Агломерат,Спрос ЖРС_Аглоруда,Спрос ЖРС_Концентрат,Спрос ЖРС_Концентрат для дообогащения,Спрос ЖРС_Окатыши,Спрос Металлизованная продукция_ГБЖ,Спрос Кокс_Кокс доменный,Спрос Концентрат коксующегося угля_Жирные,Спрос Концентрат коксующегося угля_Коксовые,Спрос Концентрат коксующегося угля_Отощающие,Импорт сырья ЖРС_Концентрат,Импорт сырья ЖРС_Окатыши,Импорт сырья Концентрат коксующегося угля_Жирные,Импорт сырья Концентрат коксующегося угля_Коксовые,Импорт арматуры Сортовой прокат_Арматура,Импорт арматуры Сортовой прокат_Катанка,Импорт арматуры Сортовой прокат_Прутки прочие,Экспорт сырья ЖРС_Агломерат,Экспорт сырья ЖРС_Аглоруда,Экспорт сырья ЖРС_Концентрат,Экспорт сырья ЖРС_Окатыши,Экспорт сырья Кокс_Кокс доменный,Экспорт сырья Кокс_Мелочь коксовая,Экспорт сырья Кокс_Орешек коксовый,Экспорт сырья Концентрат коксующегося угля_Жирные,Экспорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья Концентрат коксующегося угля_Отощающие,Экспорт сырья Лом_Лом коррозионностойкой стали,Экспорт сырья Лом_Лом стальной,Экспорт сырья Лом_Лом чугуна,Экспорт сырья Металлизованная продукция_Всего отгружено с предприятия,Экспорт сырья Металлизованная продукция_ГБЖ,Экспорт сырья Чугун_Всего отгружено с предприятия,Экспорт сырья Чугун_Литейный чугун,Экспорт сырья Чугун_Передельный чугун,Экспорт арматуры Сортовой прокат_Арматура,Экспорт арматуры Сортовой прокат_Катанка,Экспорт арматуры Сортовой прокат_Прутки прочие,Цена на бензин,Цена на дт,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_3А, РФ CPT авто Центральный ФО, руб./т, без НДС","Лом_3А, РФ CPT авто Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_3А, РФ CPT авто Южный ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_Б26 легированный (Ni 9,3%), РФ CPT, руб./т, без НДС","ГБЖ_Россия, FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","Чугун_FOB Бразилия Юг, $/т","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Чугун_FOB Россия Дальневосточные порты, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","Лом_3А, РФ FCA ж/д Кемеровская обл, руб./т, без НДС","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Чугун_CFR Западная Европа, $/т","Лом_3А, РФ FCA ж/д Челябинская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д ХМАО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Лом_3А, РФ FCA ж/д Самарская обл, руб./т, без НДС","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д Нижегородская обл, руб./т, без НДС","Чугун_CFR NOLA США, $/т","Лом_3А, РФ FCA ж/д Новосибирская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д Свердловская обл, руб./т, без НДС","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т"
2021-05-03,62500,40.751,27.53,987.5400000001076,201.7569999999968,2.3891,52.331737,31.49115,2.290940587,1.189297,3769.2,4968.1,1.91978113,223.405,198.589,100.58,5.0,74.77844,100.58,5.0,74.77844,655.0,302.0,231.0,4474.0,458.0,9071.0,513.0,4633.0,2104.0,3473.0,2007.0,389.0,378.0,262.0,408.0,5293.0,1933.0,1148.0,3999.0,118.0,6110.0,1993.0,4101.0,3248.0,304.0,2440.0,451.0,392.0,478.0,217.0,176.0,1450.0,1312.0,76.0,434.0,0.0,23.0,304.0,393.0,2839.0,451.0,2276.0,304.0,393.0,3249.0,451.0,2439.0,66.0,438.0,1536.0,1226.0,76.0,410.0,163.0,0.0,95.0,38.0,9.0,5.0,0.0,0.0,346.0,188.0,21.0,0.0,5.0,141.0,243.0,38.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,13.0,178.0,85.0,56.0,47.71,48.17,8600.0,405.0,28138.0,27722.0,27484.0,191.0,581.0,7150.0,228.0,,,415.0,400.0,560.0,,466.0,6250.0,,,27325.0,,166.0,9500.0,,21850.0,26450.0,8475.0,580.0,,4550.0,10375.0,37600.0,138.0,12825.0,440.0,29031.0,7800.0,,,,438.0,572.5,,7870.0,6650.0,,577.5,,,590.0,12736.0,10537.0,4439.0,70.0,160.0,205.0,183.5,222.5
2021-05-10,63500,,,,,,,,,,,,,,,,5.0,74.708175,,5.0,74.708175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,437.0,27905.0,27700.0,27155.0,197.0,607.5,7150.0,233.0,,,445.0,432.0,590.0,,471.0,6250.0,,,27092.0,,172.0,9500.0,,22250.0,26104.0,8475.0,600.0,,4675.0,10050.0,37600.0,140.0,14025.0,462.5,28821.0,7800.0,,,,470.0,595.0,,7870.0,6650.0,,617.5,,,613.5,12736.0,10537.0,4439.0,70.0,160.0,205.0,183.5,222.5
2021-05-17,67000,,,,,,,,,,,,,,,,5.0,74.137525,,5.0,74.137525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,471.0,27865.0,27883.0,27257.0,225.0,672.5,7150.0,256.0,,,480.0,467.0,630.0,,525.0,6250.0,,,27165.0,,200.0,9500.0,,22250.0,26160.0,8475.0,660.0,,4675.0,10050.0,37600.0,149.0,14025.0,497.5,29010.0,7800.0,,,,503.0,652.5,,7870.0,6650.0,,655.0,,,665.0,12736.0,10537.0,4439.0,70.0,160.0,205.0,183.5,222.5
2021-05-24,71900,,,,,,,,,,,,,,,,5.0,73.68234,,5.0,73.68234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,473.0,28524.0,28571.0,27865.0,213.0,675.0,7150.0,244.0,,,482.0,470.0,630.0,,535.0,6250.0,,,27588.0,,188.0,9500.0,,22250.0,26709.0,8475.0,640.0,,4675.0,10050.0,37600.0,165.0,14025.0,500.0,29303.0,7800.0,,,,507.0,665.0,,7870.0,6650.0,,657.5,,,670.0,12736.0,10537.0,4439.0,70.0,160.0,205.0,183.5,222.5
2021-05-31,71900,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,100.82,5.0,73.48832,100.82,5.0,73.48832,792.0,341.0,253.0,5033.0,420.0,10473.0,654.0,5225.0,2378.0,3147.0,2573.0,509.0,426.0,291.0,521.0,4595.0,2238.0,1513.0,4354.0,117.0,6718.0,2246.0,4675.0,3924.0,333.0,2841.0,545.0,436.0,600.0,191.0,190.0,1589.0,1513.0,83.0,430.0,2.0,25.0,333.0,435.0,3343.0,545.0,2670.0,333.0,435.0,3924.0,545.0,2842.0,77.0,434.0,1696.0,1406.0,83.0,581.0,172.0,0.0,131.0,31.0,1.0,5.0,0.0,0.0,369.0,164.0,25.0,2.0,4.0,118.0,354.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,6.0,154.0,193.0,150.0,60.0,48.12,48.37,8600.0,475.0,29326.0,28883.0,28807.0,189.0,672.5,7150.0,224.0,,,483.0,475.0,630.0,,518.0,6250.0,,,28134.0,,164.0,9500.0,,22250.0,27659.0,8475.0,640.0,,4675.0,10050.0,37600.0,180.0,14025.0,506.0,29809.0,7800.0,,,,510.0,635.0,,7870.0,6650.0,,657.5,,,667.5,13956.0,10279.0,4420.0,72.0,158.0,224.0,204.0,248.5
2021-06-07,72500,,,,,,,,,,,,,,,,5.0,73.31424,,5.0,73.31424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,468.0,29672.0,28805.0,29278.0,207.0,662.5,7150.0,241.0,,,478.0,468.0,620.0,,508.0,6250.0,,,28352.0,,182.0,9500.0,,24750.0,28162.0,8475.0,635.0,,5390.0,12000.0,38350.0,190.0,16750.0,501.5,30160.0,7800.0,,,,503.0,635.0,,7870.0,6650.0,,652.5,,,660.0,13956.0,10279.0,4420.0,72.0,158.0,224.0,204.0,248.5
2021-06-14,74000,,,,,,,,,,,,,,,,5.0,72.34299999999999,,5.0,72.34299999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,469.0,29561.0,28242.0,29330.0,213.0,656.0,7150.0,246.0,,,475.0,469.0,630.0,,515.0,6250.0,,,28373.0,,187.0,9500.0,,24750.0,28260.0,8475.0,635.0,,5390.0,12000.0,38350.0,196.0,16750.0,520.0,30148.0,7800.0,,,,504.0,635.0,,7870.0,6650.0,,669.5,,,653.5,13956.0,10279.0,4420.0,72.0,158.0,224.0,204.0,248.5
2021-06-21,74000,,,,,,,,,,,,,,,,5.5,72.147625,,5.5,72.147625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,463.0,29375.0,27722.0,29190.0,219.0,661.5,7150.0,253.0,,,461.0,465.0,630.0,,515.0,6250.0,,,28202.0,,192.0,9500.0,,24750.0,28003.0,8475.0,640.0,,5390.0,12000.0,38350.0,201.0,16750.0,520.0,30128.0,7800.0,,,,500.0,635.0,,7870.0,6650.0,,657.5,,,658.0,13956.0,10279.0,4420.0,72.0,158.0,224.0,204.0,248.5
2021-06-28,74000,,,,,,,,,,,,,,,,5.5,72.70545999999999,,5.5,72.70545999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,457.0,29065.0,26673.0,28969.0,214.0,655.0,7150.0,250.0,,,459.0,462.0,615.0,,513.0,6250.0,,,27807.0,,187.0,9500.0,,24750.0,27679.0,8475.0,605.0,,5390.0,12000.0,38350.0,211.0,16750.0,517.5,30111.0,7800.0,,,,497.0,635.0,,7870.0,6650.0,,642.5,,,652.5,16293.0,12288.0,5231.0,82.0,188.0,262.0,218.0,265.0
2021-07-05,74000,105.525,58.226,1495.350999999716,446.9529999999978,3.8468,125.5901,64.99075,3.98419935,1.942304,3790.64,5299.51,2.83792913,424.112,254.893,100.75,5.5,72.7599,100.75,5.5,72.7599,800.0,347.0,264.0,4891.0,460.0,10272.0,604.0,4981.0,2309.0,3227.0,2521.0,463.0,352.0,281.0,491.0,4518.0,2375.0,1323.0,4133.0,136.0,6430.0,2160.0,4479.0,3931.0,328.0,2910.0,541.0,491.0,620.0,200.0,193.0,1533.0,1459.0,95.0,460.0,2.0,26.0,328.0,491.0,3380.0,541.0,2632.0,328.0,491.0,3930.0,541.0,2832.0,55.0,467.0,1648.0,1344.0,95.0,550.0,278.0,0.0,93.0,26.0,0.0,5.0,0.0,0.0,357.0,326.0,16.0,1.0,4.0,157.0,383.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,7.0,47.0,178.0,146.0,71.0,48.25,48.39,11800.0,456.0,27776.0,25813.0,27889.0,218.0,660.0,10500.0,259.0,,,459.0,460.0,615.0,,518.0,9500.0,,,26924.0,,191.0,14500.0,,28500.0,26892.0,10150.0,600.0,,5475.0,12090.0,42500.0,220.0,16450.0,517.5,29662.0,10800.0,,,,498.0,635.0,,10930.0,9500.0,,641.5,,,670.0,16293.0,12288.0,5231.0,82.0,188.0,262.0,218.0,265.0
